GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	OBSERVATION COUNT	BREEDING BIRD ATLAS CODE	BREEDING BIRD ATLAS CATEGORY	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS381875596	2016-09-26 14:16:40	1729	species	Little Grebe	Tachybaptus ruficollis			6				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-02		obsr727272	S28211851	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching --- Bugünün süprizi Dağ ispinozu idi.. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875655	2016-09-26 14:16:41	1729	species	Little Grebe	Tachybaptus ruficollis			X				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-16		obsr727272	S28211856	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875574	2016-09-26 14:16:40	1729	species	Little Grebe	Tachybaptus ruficollis			8				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-01		obsr727272	S28211850	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching --- Sabah 9 da başlayan derse yetişmek için 7 :00 da evden çıktım.liman içini bir kontrol etmek istedim.Altıngözlerimizin iki tanesi yine misafirimiz di.Yeni bir konuk göremedim.Hava açık zaman zaman kar serpiştiriyordu.. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875610	2016-09-26 14:16:40	1729	species	Little Grebe	Tachybaptus ruficollis			8				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-04		obsr727272	S28211852	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875586	2016-09-26 14:16:40	24194	species	Long-tailed Tit	Aegithalos caudatus			8				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-01		obsr727272	S28211850	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching --- Sabah 9 da başlayan derse yetişmek için 7 :00 da evden çıktım.liman içini bir kontrol etmek istedim.Altıngözlerimizin iki tanesi yine misafirimiz di.Yeni bir konuk göremedim.Hava açık zaman zaman kar serpiştiriyordu.. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875665	2016-09-26 14:16:41	24194	species	Long-tailed Tit	Aegithalos caudatus			X				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-16		obsr727272	S28211856	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875581	2016-09-26 14:16:40	6242	species	Mediterranean Gull	Ichthyaetus melanocephalus			2				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-01		obsr727272	S28211850	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching --- Sabah 9 da başlayan derse yetişmek için 7 :00 da evden çıktım.liman içini bir kontrol etmek istedim.Altıngözlerimizin iki tanesi yine misafirimiz di.Yeni bir konuk göremedim.Hava açık zaman zaman kar serpiştiriyordu.. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875632	2016-09-26 14:16:40	6257	species	Mew Gull	Larus canus			6				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-05		obsr727272	S28211854	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875582	2016-09-26 14:16:40	6257	species	Mew Gull	Larus canus			2				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-01		obsr727272	S28211850	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching --- Sabah 9 da başlayan derse yetişmek için 7 :00 da evden çıktım.liman içini bir kontrol etmek istedim.Altıngözlerimizin iki tanesi yine misafirimiz di.Yeni bir konuk göremedim.Hava açık zaman zaman kar serpiştiriyordu.. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875639	2016-09-26 14:16:40	27332	species	Mistle Thrush	Turdus viscivorus			18				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-05		obsr727272	S28211854	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875636	2016-09-26 14:16:40	11487	species	Peregrine Falcon	Falco peregrinus			1				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-05		obsr727272	S28211854	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875650	2016-09-26 14:16:41	27351	species	Redwing	Turdus iliacus			1				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-13		obsr727272	S28211855	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875603	2016-09-26 14:16:40	6494	species	Sandwich Tern	Thalasseus sandvicensis			62				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-02		obsr727272	S28211851	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching --- Bugünün süprizi Dağ ispinozu idi.. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875618	2016-09-26 14:16:40	6494	species	Sandwich Tern	Thalasseus sandvicensis			67				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-04		obsr727272	S28211852	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875662	2016-09-26 14:16:41	6494	species	Sandwich Tern	Thalasseus sandvicensis			X				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-16		obsr727272	S28211856	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875583	2016-09-26 14:16:40	6494	species	Sandwich Tern	Thalasseus sandvicensis			52				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-01		obsr727272	S28211850	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching --- Sabah 9 da başlayan derse yetişmek için 7 :00 da evden çıktım.liman içini bir kontrol etmek istedim.Altıngözlerimizin iki tanesi yine misafirimiz di.Yeni bir konuk göremedim.Hava açık zaman zaman kar serpiştiriyordu.. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875635	2016-09-26 14:16:40	6494	species	Sandwich Tern	Thalasseus sandvicensis			46				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-05		obsr727272	S28211854	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875651	2016-09-26 14:16:41	27336	species	Song Thrush	Turdus philomelos			2				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-13		obsr727272	S28211855	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875624	2016-09-26 14:16:40	591	species	Tufted Duck	Aythya fuligula			1				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-05		obsr727272	S28211854	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875608	2016-09-26 14:16:40	591	species	Tufted Duck	Aythya fuligula			2				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-04		obsr727272	S28211852	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875595	2016-09-26 14:16:40	591	species	Tufted Duck	Aythya fuligula			2				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-02		obsr727272	S28211851	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching --- Bugünün süprizi Dağ ispinozu idi.. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875572	2016-09-26 14:16:40	591	species	Tufted Duck	Aythya fuligula			4				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-01		obsr727272	S28211850	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching --- Sabah 9 da başlayan derse yetişmek için 7 :00 da evden çıktım.liman içini bir kontrol etmek istedim.Altıngözlerimizin iki tanesi yine misafirimiz di.Yeni bir konuk göremedim.Hava açık zaman zaman kar serpiştiriyordu.. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875592	2016-09-26 14:16:40	30509	species	White Wagtail	Motacilla alba			1				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-01		obsr727272	S28211850	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching --- Sabah 9 da başlayan derse yetişmek için 7 :00 da evden çıktım.liman içini bir kontrol etmek istedim.Altıngözlerimizin iki tanesi yine misafirimiz di.Yeni bir konuk göremedim.Hava açık zaman zaman kar serpiştiriyordu.. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875671	2016-09-26 14:16:41	30509	species	White Wagtail	Motacilla alba			X				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-16		obsr727272	S28211856	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875602	2016-09-26 14:16:40	6284	species	Yellow-legged Gull	Larus michahellis			40				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-02		obsr727272	S28211851	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching --- Bugünün süprizi Dağ ispinozu idi.. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875616	2016-09-26 14:16:40	6284	species	Yellow-legged Gull	Larus michahellis			26				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-04		obsr727272	S28211852	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875645	2016-09-26 14:16:41	6284	species	Yellow-legged Gull	Larus michahellis			5				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-13		obsr727272	S28211855	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875633	2016-09-26 14:16:40	6284	species	Yellow-legged Gull	Larus michahellis			X				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-05		obsr727272	S28211854	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875661	2016-09-26 14:16:41	6284	species	Yellow-legged Gull	Larus michahellis			X				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-16		obsr727272	S28211856	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875694	2016-09-26 14:16:42	6226	species	Black-headed Gull	Chroicocephalus ridibundus			52				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-04-09	08:30:00	obsr727272	S28211858	Historical	P62	EBIRD_TUR	150			1	0		0	1	0		General Birdwatching --- Hava bazen kapalı ve sisli,bazen ise açık idi.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875720	2016-09-26 14:16:43	6226	species	Black-headed Gull	Chroicocephalus ridibundus			X				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-04-15		obsr727272	S28211859	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875762	2016-09-26 14:16:43	6226	species	Black-headed Gull	Chroicocephalus ridibundus			X				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-04-29		obsr727272	S28211862	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875678	2016-09-26 14:16:42	6226	species	Black-headed Gull	Chroicocephalus ridibundus			X				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-04-03		obsr727272	S28211857	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875732	2016-09-26 14:16:43	6226	species	Black-headed Gull	Chroicocephalus ridibundus			X				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-04-16		obsr727272	S28211860	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875748	2016-09-26 14:16:43	6226	species	Black-headed Gull	Chroicocephalus ridibundus			X				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-04-23		obsr727272	S28211861	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875742	2016-09-26 14:16:43	28467	species	Black Redstart	Phoenicurus ochruros			X				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-04-16		obsr727272	S28211860	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875715	2016-09-26 14:16:43	28467	species	Black Redstart	Phoenicurus ochruros			X				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-04-15		obsr727272	S28211859	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875700	2016-09-26 14:16:42	21179	species	Eurasian Blue Tit	Cyanistes caeruleus			8				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-04-09	08:30:00	obsr727272	S28211858	Historical	P62	EBIRD_TUR	150			1	0		0	1	0		General Birdwatching --- Hava bazen kapalı ve sisli,bazen ise açık idi.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875693	2016-09-26 14:16:42	8040	species	Common Buzzard	Buteo buteo			1				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-04-09	08:30:00	obsr727272	S28211858	Historical	P62	EBIRD_TUR	150			1	0		0	1	0		General Birdwatching --- Hava bazen kapalı ve sisli,bazen ise açık idi.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875731	2016-09-26 14:16:43	8040	species	Common Buzzard	Buteo buteo			X				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-04-16		obsr727272	S28211860	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875760	2016-09-26 14:16:43	8040	species	Common Buzzard	Buteo buteo			X				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-04-29		obsr727272	S28211862	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875745	2016-09-26 14:16:43	30732	species	Common Chaffinch	Fringilla coelebs			X				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-04-16		obsr727272	S28211860	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875689	2016-09-26 14:16:42	30732	species	Common Chaffinch	Fringilla coelebs			X				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-04-03		obsr727272	S28211857	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875707	2016-09-26 14:16:42	30732	species	Common Chaffinch	Fringilla coelebs			X				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-04-09	08:30:00	obsr727272	S28211858	Historical	P62	EBIRD_TUR	150			1	0		0	1	0		General Birdwatching --- Hava bazen kapalı ve sisli,bazen ise açık idi.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875725	2016-09-26 14:16:43	30732	species	Common Chaffinch	Fringilla coelebs			X				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-04-15		obsr727272	S28211859	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875775	2016-09-26 14:16:43	30732	species	Common Chaffinch	Fringilla coelebs			X				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-04-29		obsr727272	S28211862	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875757	2016-09-26 14:16:43	30732	species	Common Chaffinch	Fringilla coelebs			X				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-04-23		obsr727272	S28211861	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875702	2016-09-26 14:16:42	23852	species	Common Chiffchaff	Phylloscopus collybita			6				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-04-09	08:30:00	obsr727272	S28211858	Historical	P62	EBIRD_TUR	150			1	0		0	1	0		General Birdwatching --- Hava bazen kapalı ve sisli,bazen ise açık idi.		
