GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	OBSERVATION COUNT	BREEDING BIRD ATLAS CODE	BREEDING BIRD ATLAS CATEGORY	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS381875606	2016-09-26 14:16:40	30754	species	Brambling	Fringilla montifringilla			6				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-02		obsr727272	S28211851	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching --- Bugünün süprizi Dağ ispinozu idi.. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875634	2016-09-26 14:16:40	6288	species	Caspian Gull	Larus cachinnans			2				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-05		obsr727272	S28211854	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875617	2016-09-26 14:16:40	6288	species	Caspian Gull	Larus cachinnans			6				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-04		obsr727272	S28211852	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875642	2016-09-26 14:16:41	8040	species	Common Buzzard	Buteo buteo			2				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-13		obsr727272	S28211855	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875578	2016-09-26 14:16:40	8040	species	Common Buzzard	Buteo buteo			1				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-01		obsr727272	S28211850	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching --- Sabah 9 da başlayan derse yetişmek için 7 :00 da evden çıktım.liman içini bir kontrol etmek istedim.Altıngözlerimizin iki tanesi yine misafirimiz di.Yeni bir konuk göremedim.Hava açık zaman zaman kar serpiştiriyordu.. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875653	2016-09-26 14:16:41	30732	species	Common Chaffinch	Fringilla coelebs			16				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-13		obsr727272	S28211855	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875641	2016-09-26 14:16:40	30732	species	Common Chaffinch	Fringilla coelebs			X				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-05		obsr727272	S28211854	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875605	2016-09-26 14:16:40	30732	species	Common Chaffinch	Fringilla coelebs			X				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-02		obsr727272	S28211851	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching --- Bugünün süprizi Dağ ispinozu idi.. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875672	2016-09-26 14:16:41	30732	species	Common Chaffinch	Fringilla coelebs			X				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-16		obsr727272	S28211856	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875593	2016-09-26 14:16:40	30732	species	Common Chaffinch	Fringilla coelebs			X				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-01		obsr727272	S28211850	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching --- Sabah 9 da başlayan derse yetişmek için 7 :00 da evden çıktım.liman içini bir kontrol etmek istedim.Altıngözlerimizin iki tanesi yine misafirimiz di.Yeni bir konuk göremedim.Hava açık zaman zaman kar serpiştiriyordu.. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875573	2016-09-26 14:16:40	642	species	Common Goldeneye	Bucephala clangula			2				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-01		obsr727272	S28211850	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching --- Sabah 9 da başlayan derse yetişmek için 7 :00 da evden çıktım.liman içini bir kontrol etmek istedim.Altıngözlerimizin iki tanesi yine misafirimiz di.Yeni bir konuk göremedim.Hava açık zaman zaman kar serpiştiriyordu.. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875625	2016-09-26 14:16:40	642	species	Common Goldeneye	Bucephala clangula			3				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-05		obsr727272	S28211854	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875609	2016-09-26 14:16:40	642	species	Common Goldeneye	Bucephala clangula			3				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-04		obsr727272	S28211852	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875584	2016-09-26 14:16:40	9306	species	Common Kingfisher	Alcedo atthis			1				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-01		obsr727272	S28211850	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching --- Sabah 9 da başlayan derse yetişmek için 7 :00 da evden çıktım.liman içini bir kontrol etmek istedim.Altıngözlerimizin iki tanesi yine misafirimiz di.Yeni bir konuk göremedim.Hava açık zaman zaman kar serpiştiriyordu.. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875663	2016-09-26 14:16:41	9306	species	Common Kingfisher	Alcedo atthis			X				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-16		obsr727272	S28211856	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875646	2016-09-26 14:16:41	9306	species	Common Kingfisher	Alcedo atthis			2				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-13		obsr727272	S28211855	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875623	2016-09-26 14:16:40	579	species	Common Pochard	Aythya ferina			81				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-05		obsr727272	S28211854	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875607	2016-09-26 14:16:40	579	species	Common Pochard	Aythya ferina			97				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-04		obsr727272	S28211852	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875654	2016-09-26 14:16:41	579	species	Common Pochard	Aythya ferina			X				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-16		obsr727272	S28211856	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875571	2016-09-26 14:16:40	579	species	Common Pochard	Aythya ferina			18				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-01		obsr727272	S28211850	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching --- Sabah 9 da başlayan derse yetişmek için 7 :00 da evden çıktım.liman içini bir kontrol etmek istedim.Altıngözlerimizin iki tanesi yine misafirimiz di.Yeni bir konuk göremedim.Hava açık zaman zaman kar serpiştiriyordu.. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875594	2016-09-26 14:16:40	579	species	Common Pochard	Aythya ferina			96				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-02		obsr727272	S28211851	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching --- Bugünün süprizi Dağ ispinozu idi.. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875611	2016-09-26 14:16:40	1777	species	Eared Grebe	Podiceps nigricollis			6				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-04		obsr727272	S28211852	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875656	2016-09-26 14:16:41	1777	species	Eared Grebe	Podiceps nigricollis			X				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-16		obsr727272	S28211856	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875627	2016-09-26 14:16:40	1777	species	Eared Grebe	Podiceps nigricollis			6				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-05		obsr727272	S28211854	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875597	2016-09-26 14:16:40	1777	species	Eared Grebe	Podiceps nigricollis			8				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-02		obsr727272	S28211851	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching --- Bugünün süprizi Dağ ispinozu idi.. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875575	2016-09-26 14:16:40	1777	species	Eared Grebe	Podiceps nigricollis			6				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-01		obsr727272	S28211850	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching --- Sabah 9 da başlayan derse yetişmek için 7 :00 da evden çıktım.liman içini bir kontrol etmek istedim.Altıngözlerimizin iki tanesi yine misafirimiz di.Yeni bir konuk göremedim.Hava açık zaman zaman kar serpiştiriyordu.. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875589	2016-09-26 14:16:40	27357	species	Eurasian Blackbird	Turdus merula			6				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-01		obsr727272	S28211850	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching --- Sabah 9 da başlayan derse yetişmek için 7 :00 da evden çıktım.liman içini bir kontrol etmek istedim.Altıngözlerimizin iki tanesi yine misafirimiz di.Yeni bir konuk göremedim.Hava açık zaman zaman kar serpiştiriyordu.. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875638	2016-09-26 14:16:40	27357	species	Eurasian Blackbird	Turdus merula			16				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-05		obsr727272	S28211854	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875649	2016-09-26 14:16:41	27357	species	Eurasian Blackbird	Turdus merula			16				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-13		obsr727272	S28211855	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875669	2016-09-26 14:16:41	27357	species	Eurasian Blackbird	Turdus merula			X				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-16		obsr727272	S28211856	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875579	2016-09-26 14:16:40	5299	species	Eurasian Coot	Fulica atra			46				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-01		obsr727272	S28211850	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching --- Sabah 9 da başlayan derse yetişmek için 7 :00 da evden çıktım.liman içini bir kontrol etmek istedim.Altıngözlerimizin iki tanesi yine misafirimiz di.Yeni bir konuk göremedim.Hava açık zaman zaman kar serpiştiriyordu.. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875614	2016-09-26 14:16:40	5299	species	Eurasian Coot	Fulica atra			80				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-04		obsr727272	S28211852	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875659	2016-09-26 14:16:41	5299	species	Eurasian Coot	Fulica atra			X				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-16		obsr727272	S28211856	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875630	2016-09-26 14:16:40	5299	species	Eurasian Coot	Fulica atra			76				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-05		obsr727272	S28211854	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875600	2016-09-26 14:16:40	5299	species	Eurasian Coot	Fulica atra			66				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-02		obsr727272	S28211851	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching --- Bugünün süprizi Dağ ispinozu idi.. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875648	2016-09-26 14:16:41	28122	species	European Robin	Erithacus rubecula			1				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-13		obsr727272	S28211855	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875587	2016-09-26 14:16:40	28122	species	European Robin	Erithacus rubecula			1				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-01		obsr727272	S28211850	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching --- Sabah 9 da başlayan derse yetişmek için 7 :00 da evden çıktım.liman içini bir kontrol etmek istedim.Altıngözlerimizin iki tanesi yine misafirimiz di.Yeni bir konuk göremedim.Hava açık zaman zaman kar serpiştiriyordu.. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875622	2016-09-26 14:16:40	28122	species	European Robin	Erithacus rubecula			5				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-05		obsr727272	S28211854	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875667	2016-09-26 14:16:41	28122	species	European Robin	Erithacus rubecula			X				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-16		obsr727272	S28211856	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875658	2016-09-26 14:16:41	6990	species	European Shag	Phalacrocorax aristotelis			X				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-16		obsr727272	S28211856	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875613	2016-09-26 14:16:40	6990	species	European Shag	Phalacrocorax aristotelis			12				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-04		obsr727272	S28211852	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875629	2016-09-26 14:16:40	6990	species	European Shag	Phalacrocorax aristotelis			X				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-05		obsr727272	S28211854	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875599	2016-09-26 14:16:40	6990	species	European Shag	Phalacrocorax aristotelis			4				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-02		obsr727272	S28211851	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching --- Bugünün süprizi Dağ ispinozu idi.. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875577	2016-09-26 14:16:40	6990	species	European Shag	Phalacrocorax aristotelis			6				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-01		obsr727272	S28211850	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching --- Sabah 9 da başlayan derse yetişmek için 7 :00 da evden çıktım.liman içini bir kontrol etmek istedim.Altıngözlerimizin iki tanesi yine misafirimiz di.Yeni bir konuk göremedim.Hava açık zaman zaman kar serpiştiriyordu.. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875590	2016-09-26 14:16:40	27638	species	Fieldfare	Turdus pilaris			4				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-01		obsr727272	S28211850	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching --- Sabah 9 da başlayan derse yetişmek için 7 :00 da evden çıktım.liman içini bir kontrol etmek istedim.Altıngözlerimizin iki tanesi yine misafirimiz di.Yeni bir konuk göremedim.Hava açık zaman zaman kar serpiştiriyordu.. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875598	2016-09-26 14:16:40	6965	species	Great Cormorant	Phalacrocorax carbo			86				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-02		obsr727272	S28211851	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching --- Bugünün süprizi Dağ ispinozu idi.. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875657	2016-09-26 14:16:41	6965	species	Great Cormorant	Phalacrocorax carbo			X				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-16		obsr727272	S28211856	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875576	2016-09-26 14:16:40	6965	species	Great Cormorant	Phalacrocorax carbo			46				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-01		obsr727272	S28211850	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching --- Sabah 9 da başlayan derse yetişmek için 7 :00 da evden çıktım.liman içini bir kontrol etmek istedim.Altıngözlerimizin iki tanesi yine misafirimiz di.Yeni bir konuk göremedim.Hava açık zaman zaman kar serpiştiriyordu.. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875612	2016-09-26 14:16:40	6965	species	Great Cormorant	Phalacrocorax carbo			86				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-04		obsr727272	S28211852	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875628	2016-09-26 14:16:40	6965	species	Great Cormorant	Phalacrocorax carbo			X				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-05		obsr727272	S28211854	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875647	2016-09-26 14:16:41	21240	species	Great Tit	Parus major			14				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-13		obsr727272	S28211855	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875621	2016-09-26 14:16:40	21240	species	Great Tit	Parus major			1				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-05		obsr727272	S28211854	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.	Uçuyor/Flying over	
URN:CornellLabOfOrnithology:EBIRD:OBS381875643	2016-09-26 14:16:41	5972	species	Green Sandpiper	Tringa ochropus			1				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-13		obsr727272	S28211855	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875640	2016-09-26 14:16:40	30468	species	Gray Wagtail	Motacilla cinerea			X				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-05		obsr727272	S28211854	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875670	2016-09-26 14:16:41	30468	species	Gray Wagtail	Motacilla cinerea			X				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-16		obsr727272	S28211856	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875652	2016-09-26 14:16:41	30468	species	Gray Wagtail	Motacilla cinerea			1				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-13		obsr727272	S28211855	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875604	2016-09-26 14:16:40	30468	species	Gray Wagtail	Motacilla cinerea			1				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-02		obsr727272	S28211851	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching --- Bugünün süprizi Dağ ispinozu idi.. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875591	2016-09-26 14:16:40	30468	species	Gray Wagtail	Motacilla cinerea			1				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-01		obsr727272	S28211850	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching --- Sabah 9 da başlayan derse yetişmek için 7 :00 da evden çıktım.liman içini bir kontrol etmek istedim.Altıngözlerimizin iki tanesi yine misafirimiz di.Yeni bir konuk göremedim.Hava açık zaman zaman kar serpiştiriyordu.. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875664	2016-09-26 14:16:41	20659	species	Hooded Crow	Corvus cornix			X				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-16		obsr727272	S28211856	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875585	2016-09-26 14:16:40	20659	species	Hooded Crow	Corvus cornix			X				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-01		obsr727272	S28211850	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching --- Sabah 9 da başlayan derse yetişmek için 7 :00 da evden çıktım.liman içini bir kontrol etmek istedim.Altıngözlerimizin iki tanesi yine misafirimiz di.Yeni bir konuk göremedim.Hava açık zaman zaman kar serpiştiriyordu.. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875620	2016-09-26 14:16:40	20659	species	Hooded Crow	Corvus cornix			X				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-05		obsr727272	S28211854	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
URN:CornellLabOfOrnithology:EBIRD:OBS381875626	2016-09-26 14:16:40	1729	species	Little Grebe	Tachybaptus ruficollis			4				Turkey	TR	Düzce	TR-81							en route to karasu	L3351438	P	41.1114341	31.2876892	2012-03-05		obsr727272	S28211854	Historical	P62	EBIRD_TUR				1	0		0	1	0		General Birdwatching. Start time (00:00) and no duration listed; start time deleted.		
